Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight
CHI00LA296,09/10/2000,"MINNEAPOLIS, MN",United States,44.977753,-93.2650108,MSP,MINNEAPOLIS ST. PAUL INTL,Non-Fatal,Substantial,N296SC,Boeing,727,SCHD,SUN COUNTRY AIRLINES,0,0,101,VMC,TAXI
ENG09IA011,06/14/2009,"Diyarbakir, Turkey",Turkey,37.9249733,40.2109826,LTCC,Diyarbakir Airport,Incident,,TC-TLA,Boeing,737,SCHD,Tailwinds Airlines,0,0,,VMC,LANDING
DCA96MA029,12/20/1995,"JAMAICA, NY",United States,40.702677,-73.7889689,JFK,JOHN F. KENNEDY INTL,Non-Fatal,Substantial,N605FF,Boeing,747,SCHD,TOWER AIR,0,1,443,IMC,TAKEOFF
MIA99FA038,12/01/1998,"MIAMI, FL",United States,25.7616798,-80.1917902,MIA,MIAMI INTERNATIONAL,Non-Fatal,Substantial,N621FF,Boeing,747,NSCH,TOWER AIR (DBA: TOWER AIR),0,0,4,VMC,STANDING
NYC98FA094,04/18/1998,ATLANTIC OCEAN,,-14.5994134,-28.6731465,,,Non-Fatal,Minor,N623FF,Boeing,747,SCHD,TOWER AIR INC.,0,2,399,VMC,CRUISE
MIA96IA039,12/10/1995,"AMSTERDAM, Netherlands",Netherlands,52.3675734,4.9041389,EHAM,SCHIPHOL,Incident,Minor,N616FF,Boeing,747,SCHD,"TOWER AIR, INC.",0,0,306,IMC,GO-AROUND
CHI01FA270,08/09/2001,"Mascoutah, IL",United States,38.545277,-89.835277,BLV,SCOTT AFB,Non-Fatal,Substantial,N2417F,Boeing,717,SCHD,TRANS WORLD AIRLINES (DBA: Trans World Airlines),0,0,76,VMC,TAXI
CHI01IA124,02/19/2001,"Milwaukee, WI",United States,43.0389025,-87.9064736,MKE,GENERAL MITCHELL INTERNATIONAL,Incident,,N2410W,Boeing,717,SCHD,TRANS WORLD AIRLINES INC,0,0,67,VMC,TAKEOFF
DEN03IA101,06/10/2003,"Dodge City, KS",United States,37.7527982,-100.0170787,,N/A,Incident,,N704X,Boeing,757,SCHD,TWA Airlines LLC. (DBA: American Airlines Flight 2885),0,0,173,VMC,CRUISE
ERA11CA247,04/16/2011,"Cheltenham, MD",United States,38.705556,-76.744444,,,Non-Fatal,,N200UU,Boeing,757,SCHD,"U.S. Airways, Inc.",0,1,185,IMC,DESCENT
DCA15CA035,11/24/2014,"Valdosta, GA",United States,30.780556,-83.279723,,N/A,Non-Fatal,,N16217,Boeing,737,SCHD,UNITED AIR LINES INC,0,1,146,IMC,
DEN04LA019,11/01/2003,"Denver, CO",United States,40.491944,-105.236389,,,Non-Fatal,,N956UA,Boeing,737,SCHD,UNITED AIR LINES INC,0,1,95,VMC,DESCENT
CEN12IA502,07/31/2012,"Denver, CO",United States,39.861667,-104.673056,DEN,Denver International Airport,Incident,Minor,N37420,Boeing,737,SCHD,UNITED AIR LINES INC,0,0,157,VMC,DESCENT
LAX04LA050,11/14/2003,"San Francisco, CA",United States,37.618889,-122.391389,SFO,San Francisco International,Non-Fatal,Substantial,N178UA,Boeing,747,SCHD,UNITED AIR LINES INC,0,0,356,VMC,TAKEOFF
DCA11CA073,06/11/2011,"San Fransico, CA",United States,37.618056,-122.387777,KSFO,San Francisco International,Non-Fatal,Substantial,N571UA,Boeing,757,SCHD,UNITED AIR LINES INC,0,0,190,VMC,
ENG09IA007,06/10/2009,"Denver, CO",United States,39.7392358,-104.990251,KDEN,Denver International Airport,Incident,Minor,N570UA,Boeing,757,SCHD,UNITED AIR LINES INC,0,0,192,,STANDING
DCA14CA124,06/17/2014,"Newark, NJ",United States,40.676389,-74.182778,,N/A,Non-Fatal,,N77066,Boeing,767,SCHD,UNITED AIR LINES INC,0,1,12,VMC,
DCA99IA023,11/29/1998,"WASHINGTON, DC",United States,38.9071923,-77.0368707,,,Incident,,UNK,Boeing,757,SCHD,UNITED AIRLINES,0,0,0,UNK,LANDING
LAX99LA212,06/09/1999,PACIFIC OCEAN,,-8.783195,-124.508523,,,Non-Fatal,,N198UA,Boeing,747,SCHD,UNITED AIRLINES,0,1,325,VMC,CRUISE
DCA01MA065,09/11/2001,"Shanksville, PA",United States,40.0178571,-78.9072458,,,Fatal(44),Destroyed,N591UA,Boeing,757,SCHD,United Airlines,44,0,,,CRUISE
WPR13LA131,02/19/2013,"Pacific Ocean, Unknown",Unknown,20.228056,-139.203056,SFO,San Francisco International Ai,Non-Fatal,,N174UA,Boeing,747,SCHD,United Airlines,0,1,220,VMC,
DCA11FA091,07/29/2011,"Tangshan, China",China,39.630867,118.180193,,,Non-Fatal,,N173UA,Boeing,747,SCHD,United Airlines,0,1,380,VMC,CLIMB
LAX07LA127,04/12/2007,"Los Angeles, CA",United States,33.9425,-118.408056,KLAX,Los Angeles,Non-Fatal,,N525UA,Boeing,757,SCHD,UNITED AIRLINES,0,1,106,VMC,DESCENT
WPR11LA300,05/31/2011,"Los Angeles, CA",United States,33.938889,-118.404722,LAX,Los Angeles Intl.,Non-Fatal,Minor,N526UA,Boeing,757,SCHD,United Airlines,0,1,190,VMC,
DCA14CA014,10/18/2013,"Houston, TX",United States,29.762778,-95.383056,,N/A,Non-Fatal,,N665UA,Boeing,767,SCHD,United Airlines,0,1,227,VMC,
DCA01MA063,09/11/2001,"New York City, NY",United States,40.7127753,-74.0059728,,,Fatal(65),Destroyed,N612UA,Boeing,767,SCHD,United Airlines,65,0,,,CRUISE
CHI07LA093,03/15/2007,"Chicago, IL",United States,41.973889,-87.902778,ORD,CHICAGO O'HARE INTL,Non-Fatal,Substantial,N662UA,Boeing,767,SCHD,United Airlines,0,0,203,VMC,TAKEOFF
DEN03IA033,01/11/2003,"Salt Lake City, UT",United States,40.788333,-111.992777,,,Incident,Minor,N551UA,Boeing,757,SCHD,"United Airlines (DBA: United Airlines, Inc.)",0,0,140,VMC,CRUISE
CHI97LA292,09/14/1997,"GRAND FORKS, ND",United States,47.9252568,-97.0328547,,,Non-Fatal,,N175UA,Boeing,747,SCHD,UNITED AIRLINES (DBA: UNITED AIRLINES),0,1,322,IMC,CRUISE
ENG10IA029,05/16/2010,"Chantilly, VA",United States,38.8942786,-77.4310992,IAD,Washington Dulles,Incident,Minor,N510UA,Boeing,757,SCHD,United Airlines (DBA: United Airlines),0,0,112,,
CHI02IA050,12/13/2001,"Chicago, IL",United States,41.8781136,-87.6297982,ORD,CHICAGO O'HARE INTL,Incident,,N359UA,Boeing,737,SCHD,United Airlines (DBA: United Airlines),0,0,99,VMC,DESCENT
WPR12LA057,12/01/2011,"Modesto, CA",United States,37.785277,-119.706944,,N/A,Non-Fatal,,N547UA,Boeing,757,SCHD,United Airlines (DBA: United Airlines),0,1,151,VMC,APPROACH
NYC03LA104,05/07/2003,"New Market, VA",United States,38.635555,-78.666667,,,Non-Fatal,,N650UA,Boeing,767,SCHD,UNITED AIRLINES (DBA: United Airlines),0,1,147,VMC,DESCENT
DCA14CA157,08/18/2014,"Reykjavik, Iceland",Iceland,58,-30,,N/A,Non-Fatal,,N666UA,Boeing,767,SCHD,UNITED AIRLINES INC,0,1,220,VMC,CRUISE
LAX04LA007A,10/07/2003,"San Francisco, CA",United States,37.618889,-122.374723,KSFO,San Francisco International,Non-Fatal,Substantial,N222UA,Boeing,777,SCHD,UNITED AIRLINES INC,0,0,450,VMC,TAXI
CHI07FA020B,11/07/2006,"Chicago, IL",United States,41.978611,-87.904722,ORD,O'Hare International,Non-Fatal,Substantial,N328UA,Boeing,737,SCHD,UNITED AIRLINES INC (DBA: United Airlines),0,0,216,IMC,STANDING
CHI03IA097,04/01/2003,"Chicago, IL",United States,41.979723,-87.904444,ORD,Chicago O'Hare Intl,Incident,,N175UA,Boeing,747,SCHD,United Airlines Inc (DBA: United Airlines),0,0,319,VMC,CRUISE
DCA10FA012,11/18/2009,"New Market, WV",United States,38.655556,-78.708056,,,Non-Fatal,,N209UA,Boeing,777,SCHD,"United Airlines Inc.,",0,1,198,IMC,
LAX99LA302,09/12/1999,"LOS ANGELES, CA",United States,34.0522342,-118.2436849,LAX,LOS ANGELES INTERNATIONAL,Non-Fatal,Substantial,N388UA,Boeing,737,SCHD,"UNITED AIRLINES, INC.",0,0,86,VMC,TAXI
LAX99LA291,09/02/1999,"SANTA BARBARA, CA",United States,34.4208305,-119.6981901,,,Non-Fatal,Minor,N371UA,Boeing,737,SCHD,"UNITED AIRLINES, INC.",0,1,98,VMC,CRUISE
LAX96LA222A,06/06/1996,"SAN FRANCISCO, CA",United States,37.7749295,-122.4194155,SFO,SAN FRANCISCO INTL,Non-Fatal,Substantial,N371UA,Boeing,737,SCHD,"UNITED AIRLINES, INC.",0,0,220,VMC,TAXI
DCA10FA064,05/25/2010,"Southern Tip of Greenland, Denmark",Denmark,62.075278,-48.291944,,,Non-Fatal,,N794UA,Boeing,777,SCHD,"United Airlines, Inc.",0,2,209,VMC,
SEA96LA026,11/25/1995,"PORTLAND, OR",United States,45.5051064,-122.6750261,,,Non-Fatal,,N953UA,Boeing,737,SCHD,"UNITED AIRLINES, INC. (DBA: UNITED AIRLINES)",0,1,111,VMC,DESCENT
ENG11IA051,09/26/2011,"Denver, CO",United States,39.7392358,-104.990251,DEN,Denver International,Incident,Minor,N526UA,Boeing,757,SCHD,UNITED AIRlNES INC,0,0,185,,LANDING
DFW06IA025A,12/15/2005,"Houston, TX",United States,29.984444,-95.341389,IAH,Houston Intercontinental,Incident,Minor,N319UP,Boeing,767,SCHD,United Parcel Service Co.,0,0,176,VMC,TAXI
MIA96LA220,08/29/1996,"CHATTANOOGA, TN",United States,35.0456297,-85.3096801,,,Non-Fatal,Minor,N392US,Boeing,737,SCHD,US AIR (DBA: US AIR),0,3,84,VMC,CRUISE
MIA06IA133,08/31/2006,"Miami, FL",United States,25.793333,-80.290555,KMIA,Miami International Airport,Incident,Minor,N425US,Boeing,737,SCHD,US Airways,0,0,118,VMC,LANDING
MIA01LA146,05/28/2001,"Toccoa, GA",United States,34.5773206,-83.3323851,,,Non-Fatal,,N349US,Boeing,737,SCHD,US Airways Inc,0,1,120,VMC,CLIMB
ERA12CA044,10/19/2011,"New York, NY",United States,40.639722,-73.778889,,,Non-Fatal,,N253AY,Boeing,767,SCHD,US AIRWAYS INC,0,1,215,IMC,CLIMB
ENG08IA051,06/27/2008,"Phoenix (PHX), AZ",United States,33.434444,-112.011389,PHX,Phoenix Sky Harbor Intl.,Incident,Minor,N514AU,Boeing,737,SCHD,US AIRWAYS INC (DBA: US Airways Inc),0,0,,,
NYC06FA184,07/27/2006,"Pittsburgh, PA",United States,40.488055,-80.226389,PIT,Pittsburgh International,Non-Fatal,Substantial,N529AU,Boeing,737,SCHD,US AIRWAYS INC (DBA: US Airways),0,0,75,VMC,TAXI
ENG09IA009,07/15/2009,"Charlotte (CLT), NC",United States,35.2144026,-80.9473146,CLT,Douglas International,Incident,Minor,N506AU,Boeing,737,SCHD,US AIRWAYS INC (DBA: US Airways),0,0,,,OTHER
ENG08IA001,10/28/2007,"Charlotte (CLT), NC",United States,35.2144026,-80.9473146,CLT,Douglas International,Incident,Minor,N919UW,Boeing,757,SCHD,US AIRWAYS INC (DBA: US Airways),0,0,,,STANDING
MIA95IA194,08/05/1995,"CHARLOTTE, NC",United States,35.2270869,-80.8431267,,,Incident,,N396US,Boeing,737,SCHD,USAIR,0,0,83,VMC,DESCENT
CHI97IA041,12/11/1996,"TERRE HAUTE, IN",United States,39.4667034,-87.4139092,,,Incident,Minor,N603AU,Boeing,757,SCHD,USAIR,0,0,184,VMC,CRUISE
MIA95IA214,08/25/1995,"FORT LAUDERDALE, FL",United States,26.1224386,-80.1373174,,,Incident,,N373US,Boeing,737,SCHD,"USAIR, INC.",0,0,50,VMC,DESCENT
CHI99LA145,05/05/1999,"CHICAGO, IL",United States,41.8781136,-87.6297982,,,Non-Fatal,,N208AU,Boeing,737,SCHD,VANGUARD AIRLINES,0,1,47,IMC,DESCENT
FTW97IA160,04/16/1997,"COLORADO SPGS, CO",United States,38.8338816,-104.8213634,COS,COLORADO SPRINGS,Incident,,N962WP,Boeing,737,SCHD,WESTERN PACIFIC,0,0,125,VMC,APPROACH
ERA11LA044,10/29/2010,"Fort Lauderdale, FL",United States,26.072778,-80.152778,KFLL,Fort Lauderdale/Hollywood Int,Non-Fatal,Substantial,C-FWAQ,Boeing,737,SCHD,WestJet,0,0,142,VMC,STANDING
LAX99IA230,06/25/1999,"SAN DIEGO, CA",United States,32.715738,-117.1610838,SAN,LINDBERG FIELD,Incident,,N450AA,McDonnell Douglas,DC-9,SCHD,WILMINGTON TRUST C0,0,0,141,VMC,TAKEOFF
DCA09FA048,05/06/2009,"Baltimore, MD",United States,39.2903848,-76.6121893,KBWI,Baltimore,Non-Fatal,Substantial,N139WA,McDonnell Douglas,DC-10,NSCH,World Airways,0,1,168,VMC,LANDING
DCA00WA088,09/21/2000,"NIAMEY, Niger",Niger,13.5115963,2.1253854,,,Non-Fatal,Destroyed,,Boeing,707,UNK,,0,0,,UNK,
ANC98IA026,03/11/1998,"ANCHORAGE, AK",United States,61.2180556,-149.9002778,ANC,ANCHORAGE INT'L AIRPORT,Incident,,N733AR,Boeing,737,,,0,0,81,UNK,STANDING
DCA11WA023,01/10/2011,"Montpelier, France",France,43.610769,3.876716,,,Incident,,,Boeing,737,,,0,0,2,,
DCA09WA060,04/29/2009,"Kwilu, Bandundu, Congo",Congo,-5.062222,18.877223,,,Fatal(7),Destroyed,,Boeing,737,,,7,0,,,
CHI01IA248A,07/27/2001,"OSHKOSH, WI",United States,44.0247062,-88.5426136,OSH,WITTMAN REGIONAL AIRPORT,Incident,,N782AT,Boeing,727,,,0,0,8,VMC,TAKEOFF
DCA08WA096,08/30/2008,"Latacunga, Ecuador",Ecuador,-0.931556,-78.60585,SELT,Latacunga,Fatal(3),Destroyed,,Boeing,737,,,3,0,,IMC,
DCA03WA043,07/06/2003,"Parana, Brazil",Brazil,-25.2520888,-52.0215415,,,Non-Fatal,Substantial,,McDonnell Douglas,DC-10,,,0,0,4,,
DCA12IA114,07/28/2012,"Charleston, SC",United States,32.898611,-80.040555,KCHS,Charelston AFB / International,Incident,Minor,VT-ANJ,Boeing,787,,,0,0,5,VMC,TAXI
DCA15CA025A,11/20/2014,"Dallas, TX",United States,32.841666,-96.85,DAL,Dallas,Non-Fatal,Minor,N263WN,Boeing,737,,,0,0,179,VMC,TAXI
DCA02WA046,06/26/2002,"Shimozishima, Japan",Japan,24.8183207,125.1543783,,,Non-Fatal,Minor,,Boeing,767,,,0,0,3,,
DCA98WA025,12/24/1997,"AMSTERDAM, Netherlands",Netherlands,52.3675734,4.9041389,,,Non-Fatal,Substantial,,Boeing,757,UNK,,0,0,213,VMC,
DCA98WA042,04/27/1998,"BREMEN, Germany",Germany,53.0792962,8.8016936,,,Incident,,,Boeing,737,UNK,,0,0,,UNK,
MIA98WA056,12/05/1997,"MONTEVIDEO, Uruguay",Uruguay,-34.9011127,-56.1645314,,,Incident,,,Boeing,707,UNK,,0,0,3,VMC,
DFW06LA024,10/22/2005,"San Antonio, TX",United States,29.533611,-98.469723,SAT,San Antonio International,Non-Fatal,,N679MG,Boeing,727,,,0,1,4,VMC,TAXI
CHI96IA200,06/14/1996,"CHICAGO, IL",United States,41.8781136,-87.6297982,ORD,CHICAGO O'HARE INTL.,Incident,,N906UP,Boeing,727,,,0,0,3,VMC,DESCENT
ANC11LA022,03/30/2011,"Dayton, OH",United States,39.9,-84.216667,,,Non-Fatal,Substantial,N360WA,Boeing,737,,,0,0,3,VMC,TAKEOFF
CHI95LA078,01/28/1995,"BELLEVILLE, MI",United States,42.2047619,-83.4852133,,,Non-Fatal,Substantial,N706CK,Boeing,747,,,0,0,4,VMC,TAKEOFF
DCA04WA020,01/24/2004,"Copenhagen, Denmark",Denmark,55.6760968,12.5683372,,,Incident,Minor,,Boeing,757,,,0,0,,,
CHI00WA063,02/03/2000,"TANZANIA, Sudan",Sudan,,,,,Non-Fatal,Substantial,,Boeing,707,UNK,,0,0,5,VMC,
DCA11PA075,05/18/2011,"Point Mugu, CA",United States,34.106111,-119.130834,KNTD,Naval Base Ventura County,Non-Fatal,Substantial,N707AR,Boeing,707,,,0,0,,VMC,TAKEOFF
CHI01IA016,10/17/2000,"WOOD DALE, IL",United States,41.9633625,-87.9789562,ORD,O'Hare International Airport,Incident,Minor,N530KF,Boeing,727,,,0,0,108,VMC,APPROACH
DCA99WA038,02/07/1999,"SLOVAK REPUBLIC, Slovakia",Slovakia,48.669026,19.699024,,,Non-Fatal,Substantial,,Boeing,707,SCHD,,0,0,4,UNK,
DCA00WA035,04/02/2000,"YAP, Federated States Of Micronesia",Federated States Of Micronesia,9.5556503,138.1399232,,,Incident,Minor,N79743,Boeing,727,SCHD,,0,0,,UNK,
DCA99WA008,10/20/1998,"POINT A PITRE, France",France,44.079822,1.989462,,,Incident,,N886MA,Boeing,727,SCHD,,0,0,0,UNK,
NYC99LA122,05/25/1999,"NEWARK, NJ",United States,40.735657,-74.1723667,,,Non-Fatal,,N16703,Boeing,737,SCHD,,0,1,76,VMC,DESCENT
NYC99IA036,12/08/1998,"NEW YORK, NY",United States,40.7127753,-74.0059728,LGA,LA GUARDIA AIRPORT,Incident,,GCPX,Boeing,737,SCHD,,0,0,52,IMC,APPROACH
DCA98WA034,03/24/1998,"PIURA, Peru",Peru,-5.1782884,-80.6548882,,,Incident,,,Boeing,737,SCHD,,0,0,0,UNK,
DCA98WA069,07/20/1998,"AMSTERDAM, Netherlands",Netherlands,52.3675734,4.9041389,,,Incident,,N482EV,Boeing,747,SCHD,,0,0,3,UNK,
DCA98WA043,05/11/1998,"NARITA, Japan",Japan,35.7766588,140.3187418,,,Non-Fatal,,N179UA,Boeing,747,SCHD,,0,3,360,UNK,
DCA99RA083,09/14/1999,"GERONA SPAIN, Spain",Spain,41.9794005,2.8214264,,,Non-Fatal,Destroyed,,Boeing,757,NSCH,,0,2,175,UNK,
DCA99WA062,06/09/1999,"TEGUCIGALPA, Honduras",Honduras,14.065049,-87.1715002,,,Incident,Minor,N697AN,Boeing,757,SCHD,,0,0,94,UNK,
DCA98WA049,03/17/1998,"BRAZIL, Brazil",Brazil,-14.235004,-51.92528,,TRANSBRAZIL,Incident,,,Boeing,757,NSCH,,0,0,7,,
DCA99WA080,08/24/1999,"COPENHAGEN, Denmark",Denmark,55.6760968,12.5683372,,,Incident,Minor,,Boeing,767,SCHD,,0,0,191,UNK,
DCA99WA003,09/12/1998,,Vietnam,14.058324,108.277199,,,Incident,Substantial,,Boeing,767,SCHD,,0,0,200,VMC,
DCA98WA047A,05/12/1998,"CAIRO, Egypt",Egypt,30.0444196,31.2357116,,,Non-Fatal,Substantial,,Boeing,767,UNK,,0,0,2,UNK,
DCA97WA011,11/23/1996,"COMORSO ISLANDS, Ethiopia",Ethiopia,-12.1725323,44.2464392,,,Fatal(125),Destroyed,,Boeing,767,SCHD,,125,44,4,VMC,
ENG13RA006,11/07/2012,"Mumbai, India, India",India,19.0759837,72.8776559,,,Incident,Minor,,Boeing,777,,,0,0,203,,
DCA98WA074,07/29/1998,"LONDON HEATHROW, United Kingdom",United Kingdom,51.4700223,-0.4542955,,,Incident,Minor,N796UA,Boeing,777,SCHD,,0,0,1,UNK,
DCA98WA064,07/01/1998,"TENERIFE, Spain",Spain,28.2915637,-16.6291304,,,Incident,,,Boeing,777,SCHD,,0,0,0,UNK,
MIA97RA011,10/22/1996,"MANTA, Ecuador",Ecuador,-0.9676533,-80.7089101,,,Fatal(34),Destroyed,N751MA,Boeing,707,NSCH,,34,50,0,VMC,
DCA98WA028,03/10/1998,"MOMBOSA, Kenya",Kenya,-4.0434771,39.6682065,,,Fatal(6),Destroyed,,Boeing,707,NSCH,,6,0,,UNK,
DCA99WA010,11/14/1998,"OOSTEND, Belgium",Belgium,51.21543,2.928656,,,Unavailable,Destroyed,,Boeing,707,UNK,,0,0,,UNK,
DCA99WA049,03/10/1999,"CALGARY, Canada",Canada,51.0447331,-114.0718831,CYYC,CALGARY,Incident,Minor,N8873Z,Boeing,727,SCHD,,0,0,96,UNK,
MIA99WA006,10/02/1998,"QUITO, Ecuador",Ecuador,-0.1806532,-78.4678382,,,Non-Fatal,Substantial,,Boeing,727,NSCH,,0,0,3,VMC,
DCA98MA084,08/31/1998,"JAMAICA, NY",United States,40.702677,-73.7889689,JFK,JOHN F KENNEDY INTL,Non-Fatal,Substantial,N722DH,Boeing,727,NSCH,,0,0,5,,CLIMB
DCA98RA036,04/20/1998,"BOGOTA, Colombia",Colombia,4.7109886,-74.072092,,,Fatal(52),Destroyed,,Boeing,727,SCHD,,52,0,0,UNK,
ATL95LA062,03/16/1995,"ALMA, GA",United States,31.5393701,-82.4623557,,,Non-Fatal,,N295WA,Boeing,727,SCHD,,0,1,132,VMC,CRUISE
CHI96IA145,04/28/1996,"CHICAGO, IL",United States,41.8781136,-87.6297982,,,Incident,,N7443U,Boeing,727,SCHD,,0,0,135,IMC,DESCENT
DCA98MA023,02/09/1998,"CHICAGO, IL",United States,41.8781136,-87.6297982,ORD,CHICAGO O'HARE INTERNATIO,Non-Fatal,Substantial,N845AA,Boeing,727,SCHD,,0,0,99,IMC,APPROACH
IAD98LA021,01/06/1998,"PHILADELPHIA, PA",United States,39.9525839,-75.1652215,PHL,PHILADELPHIA INTL,Non-Fatal,Minor,N845AA,Boeing,727,SCHD,,0,1,114,IMC,TAXI
DCA00WA039,03/20/2000,"AREQUIPA, Peru",Peru,-16.4090474,-71.537451,,,Unavailable,Substantial,,Boeing,727,SCHD,,0,0,,VMC,
NYC00LA040,11/27/1999,"FLUSHING, NY",United States,40.7674987,-73.833079,LGA,LA GUARDIA AIRPORT,Non-Fatal,Substantial,N521DA,Boeing,727,SCHD,,0,0,73,VMC,TAXI
ATL97IA042,02/13/1997,"ATLANTA, GA",United States,33.7489954,-84.3879824,ATL,HARTSFIELD INTERNATIONAL,Incident,Minor,N416DA,Boeing,727,SCHD,,0,0,92,IMC,TAKEOFF
NYC96IA168,08/14/1996,"FLUSHING, NY",United States,40.7674987,-73.833079,,,Incident,,N533DA,Boeing,727,SCHD,,0,0,139,VMC,CLIMB
SEA96IA027,12/07/1995,"BOISE, ID",United States,43.6150186,-116.2023137,BOI,BOISE AIR TERMINAL-GOWEN,Incident,Minor,N543DA,Boeing,727,SCHD,,0,0,130,IMC,LANDING
MIA95LA135,05/24/1995,"WEST PALM BEACH, FL",United States,26.7153424,-80.0533746,PBI,PALM BEACH INTERNATIONAL,Non-Fatal,Substantial,N489DA,Boeing,727,SCHD,,0,0,136,VMC,TAXI
NYC00IA100B,03/24/2000,"BOSTON, MA",United States,42.3600825,-71.0588801,BOS,LOGAN INT'L AIRPORT,Incident,Minor,N297WA,Boeing,727,SCHD,,0,0,202,VMC,TAXI
FTW98IA208,05/07/1998,"COLORADO SPRNGS, CO",United States,38.8338816,-104.8213634,,,Incident,Minor,N116FE,Boeing,727,SCHD,,0,0,3,VMC,CLIMB
DCA00WA040,04/19/2000,"SAMAL ISLAND, Philippines",Philippines,7.103312,125.7188463,,,Fatal(131),Destroyed,,Boeing,737,SCHD,,131,0,,IMC,
DCA99RA076,08/31/1999,"BA, Argentina",Argentina,-34.6036844,-58.3815591,,,Fatal(80),Destroyed,,Boeing,737,SCHD,,80,0,0,UNK,
DCA99WA078,08/26/1999,"DURBAN, South Africa",South Africa,-29.8586804,31.0218404,,,Incident,,,Boeing,737,SCHD,,0,0,5,UNK,
DCA98WA081,08/13/1998,"GATWICK, United Kingdom",United Kingdom,51.1536621,-0.1820629,,,Incident,,,Boeing,737,UNK,,0,0,,UNK,
DCA98WA041,05/05/1998,"ANDOAS, Peru",Peru,-2.9051835,-76.4027937,,,Fatal(87),Destroyed,,Boeing,737,UNK,,87,0,0,IMC,
MIA98WA151,05/04/1998,"HAVANA, Cuba",Cuba,23.1135925,-82.3665956,,,Non-Fatal,Substantial,N261LR,Boeing,737,SCHD,,0,0,69,IMC,
DCA98WA050,04/12/1998,"ALMA-ATA, Kazakhstan",Kazakhstan,43.2220146,76.8512485,,,Unavailable,Substantial,,Boeing,737,UNK,,0,0,,UNK,
DCA97RA063,09/06/1997,,Saudi Arabia,23.885942,45.079163,,,Unavailable,Minor,,Boeing,737,UNK,,0,0,0,UNK,
CHI97IA117,04/28/1997,"CHICAGO, IL",United States,41.8781136,-87.6297982,ORD,CHICAGO OHARE,Incident,Minor,N9063U,Boeing,737,SCHD,,0,0,56,VMC,TAKEOFF
ATL97LA064,04/28/1997,"ATLANTA, GA",United States,33.7489954,-84.3879824,,,Non-Fatal,,N14245,Boeing,737,SCHD,,0,1,74,IMC,CLIMB
ATL96FA101,07/08/1996,"NASHVILLE, TN",United States,36.1626638,-86.7816016,BNA,NASHVILLE INTERNATIONAL,Non-Fatal,Minor,N53SW,Boeing,737,SCHD,,0,1,122,IMC,TAKEOFF
DCA95RA051,08/09/1995,"SAN VICENTE, El Salvador",El Salvador,13.6390979,-88.7830612,,,Fatal(65),Destroyed,N125GU,Boeing,737,SCHD,,65,0,0,IMC,
DCA95RA017,02/01/1995,"SAN PAULO, Brazil",Brazil,-23.5505199,-46.6333094,,,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,2,0,UNK,
DCA99WA050,03/04/1999,"BIARRITZ, France",France,43.4831519,-1.558626,,,Unavailable,Substantial,,Boeing,737,SCHD,,0,0,,IMC,
LAX98LA104,03/04/1998,"RENO, NV",United States,39.5296329,-119.8138027,,,Non-Fatal,,N746AS,Boeing,737,SCHD,,0,1,110,VMC,CRUISE
FTW97LA215,06/11/1997,"ALBUQUERQUE, NM",United States,35.0843859,-106.650422,,,Non-Fatal,,N980UA,Boeing,737,SCHD,,0,1,107,VMC,DESCENT
FTW95LA103,01/27/1995,"DALLAS, TX",United States,32.7766642,-96.7969879,DAL,DALLAS LOVE FIELD,Non-Fatal,,N71SW,Boeing,737,SCHD,,0,1,124,VMC,STANDING
DCA10WA054,04/24/2010,"Riyadh, Saudi Arabia",Saudi Arabia,24.7135517,46.6752957,RUH,King Khaled International Airp,Incident,Minor,N444HE,Boeing,737,,,0,0,9,,
NYC00LA097,02/03/2000,"BOSTON, MA",United States,42.3600825,-71.0588801,BOS,LOGAN INT'L AIRPORT,Non-Fatal,,N397US,Boeing,737,SCHD,,0,1,59,VMC,CRUISE
DCA99WA061,06/09/1999,"ZHANJIANG, China",China,21.270702,110.359368,,,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,0,71,UNK,
NYC98IA165,08/07/1998,"MCCONNELLSBURG, PA",United States,39.932589,-77.9988906,,,Incident,Minor,N515AU,Boeing,737,SCHD,,0,0,122,VMC,CLIMB
DCA98RA013,12/19/1997,,Indonesia,-0.789275,113.921326,,,Fatal(97),Destroyed,,Boeing,737,UNK,,97,0,0,UNK,
CHI97LA162,06/08/1997,"VALPARAISO, IN",United States,41.4730948,-87.0611412,,,Non-Fatal,,N321UA,Boeing,737,SCHD,,0,1,79,IMC,DESCENT
DCA97WA045,05/08/1997,"SHENZHEN, China",China,22.543096,114.057865,,,Fatal(35),Destroyed,,Boeing,737,SCHD,,35,0,,UNK,
FTW96IA210,05/10/1996,"DALLAS, TX",United States,32.7766642,-96.7969879,DAL,DALLAS LOVE FIELD,Incident,Minor,N315SW,Boeing,737,SCHD,,0,0,50,VMC,LANDING
LAX96IA184,04/30/1996,"ONTARIO, CA",United States,34.0633443,-117.6508876,KONT,ONTARIO INTERNATIONAL,Incident,Minor,N331SW,Boeing,737,SCHD,,0,0,132,VMC,APPROACH
